Manufacturer,Model,Application(s),Power,SFC (TO) [shp],Airflow (TO) [lb/shp hr],OPR (TO) [lb/s],Number of Spools,LPC Stages,HPC Stages,HPT Stages,IPT Stages,LPT Stages,Length [in],Width/Diameter [in],Weight (dry) [lb]
Garrett,T76-G-417,OV-10A,715,,,,1,,2,3,,,43,27,
Garrett,T76-G-420,OV-10D,1040,,,,1,,2,3,,,43,27,
Garrett,T76-G-421,OV-10D,1040,,,,1,,2,3,,,43,27,
Allison,XT78-A-2,P-3A (engine cancelled),4800,,,,1,,14,4,,,,,
Allison,T80-A,(engine cancelled),,,,,,,,,,,,,
Sunstrand,T100-SP,(engine cancelled),,,,,,,,,,,,,
Pratt Whitney Canada,T101-CP-100,C-23A/B,850,0.553,,,1 + FT,,3 + 1C,2,,2,72,19,448
Pratt Whitney Canada,T400-CP-400,"AH-1J/Q, UH-1N, VH-1N, CH-135, Bell 309, Bell 412+ (not produced)",1530,,,,,,,,,,,,
Pratt Whitney Canada,T400-WV-402,AH-1T,1450,,,,,,,,,,,,
Avco Lycoming,T405-LD,(engine cancelled),,,,,,,,,,,,,
Allison (Rolls-Royce),T406-AD-400,"CV-22A/B, HV-22A/B, MV-22A/B, USMC HLR (proposed)",6456,0.426,36,16.7,1 + FT,,14,2,,2,77.9,24.5,998
GE,T407-GE,"P-7A, P-9A (not produced)",6000,,,,1 + FT,,5 + 1C,2,,3,,,
GE,T408-GE-400,CH-53K,7500,,,18.6,1 + FT,,5 + 1C,2,,3,57.5,27,1105
GE,T700-GE-401,"AH-1W/Z, SH-2G, TAH-1W, HH-60D, SH-60B, AH-1T+ prototype, YAH-63A",1720,0.464,,17,1 + FT,,5 + 1C,2,,2,46,25,441
GE,T700-GE-401C,"AH-1Z, UH-1Y, HH-60H/J/T, MH-60J/R/S/T, SH-60B/F/H, UH-60N, S-70B/C, X-49A",1800,0.459,,18,1 + FT,,5 + 1C,2,,2,46,25,458
IHI,T700-IHI-401C,"UH-60J/JA, S-70J/K",1800,0.459,,18,1 + FT,,5 + 1C,2,,2,46,25,458
GE,T700-GE-700,"EH-60A/C, HH-60G/U, MH-60A/D/G, UH-60A/P/Q, VH-60N, S-70A, YUH-61A, AH-1T+ prototype, HH-60A/E (not produced)",1622,0.465,10,17,1 + FT,,5 + 1C,2,,2,46,25,437
GE,T700-GE-701,"AH-1Z, AH-64A",1720,0.464,,17,1 + FT,,5 + 1C,2,,2,46,25,438
GE,T700-GE-701A,S-70C,1720,0.465,,17,1 + FT,,5 + 1C,2,,2,46,25,438
GE,T700-GE-701B,,,,,,1 + FT,,5 + 1C,2,,2,46,25,456
GE,T700-GE-701C,"EH-60L, HH-60G/L/M, MH-60G/K/L, NSH-60R, UH-60L/V, S-70A/C, S-70A-9, AH-64A/D, AH-1Z",1890,0.462,,18,1 + FT,,5 + 1C,2,,2,46,25,456
GE,T700-GE-701D,"AH-64E, HH-60U/W, UH-60M/V",1944,0.465,,18,1 + FT,,5 + 1C,2,,2,46,25,456
TEI,T700-TEI-701D,T-70,1944,0.465,,18,1 + FT,,5 + 1C,2,,2,46,25,456
Hanwha Techwin,T700/701K,"KUH-1, MUH-1",1600,,,,1 + FT,,5 + 1C,2,,2,46,25,438
GE,T700-GE-T6A,"EH101 Mk.110/112/410, US101 (candidate engine)",2000,0.45,,18,1 + FT,,5 + 1C,2,,2,48.2,25,485
GE,T700-GE-T6A-1,CH-149,2100,,,,1 + FT,,5 + 1C,2,,2,48.2,25,493
GE,T700-GE-T6C,,2040,,,,1 + FT,,5 + 1C,2,,2,48.2,25,
GE,T700-GE-T6E,"NH90 NFH/TTH, HKP-14 (option)",2270,0.434,,19,1 + FT,,5 + 1C,2,,2,48.2,25,531
GE,T700-GE-T6E-1,"NH90 NFH/TTH, HKP-14 (option)",2270,0.434,,19,1 + FT,,5 + 1C,2,,2,48.2,25,537
GE,T700-GE-??,"Ka-64, AW249 (candidate engine)",,,,19,1 + FT,,5 + 1C,2,,2,,,
Allison,T701-A-401X,S-92M (not produced),,,,,,,,,,,,,
Allison,T701-A-700,XCH-62A (not produced),8080,,,,,,,,,,,,
Avco Lycoming,T702-LD-400,(see LTS-101-750B-2),,,,,,,,,,,,,
Allison,T703-AD-700A,"OH-58D, Combat Scout 406 (proposed)",650,0.58,,8.6,1 + FT,,1C,2,,2,43.2,25.1,225
GE,YT706-GE-700,"MH-60M, S-97",2638,,,,1 + FT,,5 + 1C,2,,2,48.2,25,531
LHTEC,T800-LHT-800,"A129I, RAH-66A (not produced), Panther 800 (not produced)",1400,0.448,,14.1,1 + FT,,2C,2,,2,33.2,26.1,315
LHTEC,T800-LHT-801,"RAH-66A, Battlefield Lynx 800 (not produced)",1560,0.46,,14.1,1 + FT,,2C,2,,2,,,
LHTEC,T800-LHT-802,RAH-66A (not produced),1608,0.46,,14.1,1 + FT,,2C,2,,2,,,
ATEC,T900-HPW-900,"UH-60X, AH-64X (re-engine candidate)",3000,,,,,,,,,,,,
GE,T901-GE-900,"UH-60X, AH-64F, Bell 360",3000,,,,,,,,,,,,
Turbomeca/Agusta,TAA230,A106,260,,,,,,,,,,,,
Turbomeca,TM333-1A,AS565UB (candidate engine),,,,,1 + FT,,2 + 1C,1,,1,,,
Turbomeca,TM333-2B2,Dhruv,1105,0.529,,,1 + FT,,2 + 1C,1,,1,41.1,28,345
Turbomeca,TM333-2M2,"Cheetal, Chetan",1105,0.529,,,1 + FT,,2 + 1C,1,,1,41.1,28,345
Europrop,TP400-D6,A400M,10000,,,22,2 + FT,5,,,1,3,137.8,,4035
Garrett,TPE331-1-101F,AU-23A,705,,,,1,,2C,3,,,,26,336
Garrett,TPE331-2-201A,Skyvan 3M/3M-200,715,0.556,,8.3,1,,2C,3,,,,26,336
Garrett,TPE331-2-201C,C-212A/AV/B/C/E,715,0.556,,8.3,1,,2C,3,,,,26,336
Garrett,TPE331-3A-301W,C-10A (not produced),840,0.548,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-3UW-304G,Merlin IVA,904,0.548,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-251C,C-211-100,840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-251K,Turbo Commander 690/690A/680B,840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-252C,C-212-100,840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-252D,Do 228-101/-202,840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-252K,Turbo Commander 690A/690B,840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-254K,Jetprop Commander 690C/690D,840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-5-255K,"Turbo Commander 690/690A/690B, Jetprop Commander 690C/690D",840,0.577,,10.3,1,,2C,3,,,43,26,355
Garrett,TPE331-10,"C-212-10, Altair, Mariner",984,0.55,,10.8,1,,2C,3,,,,26,380
Garrett,TPE331-10-501K,Commander 980/1000,984,0.55,,10.8,1,,2C,3,,,46,26,380
Garrett,TPE331-10R,C-41A,984,0.55,,10.8,1,,2C,3,,,,26,380
Garrett,TPE331-10R-511C,C-212-200M,984,0.55,,10.8,1,,2C,3,,,,26,380
Garrett,TPE331-10R-512C,C-212-200M,984,0.55,,10.8,1,,2C,3,,,,26,380
Garrett,TPE331-10R-513C,C-212-300M,984,0.55,,10.8,1,,2C,3,,,,26,380
Garrett,TPE331-10T,MQ-9A,984,0.55,,10.8,1,,2C,3,,,,26,380
Garrett,TPE331-10T-516K,"Turbo Commander 690A/690B, Commander 840/900",984,0.55,,10.8,1,,2C,3,,,46,26,380
Garrett,TPE331-10UF,Jetstream T.3,984,0.55,,10.8,1,,2C,3,,,46,26,380
Garrett,TPE331-11-601W,IA 66 prototype,1000,0.53,,10.8,1,,2C,3,,,46,26,400
Garrett,TPE331-11U-601G,C-26A,1000,0.53,,10.8,1,,2C,3,,,46,26,400
Garrett,TPE331-11U-611G,C-26A,1000,0.53,,10.8,1,,2C,3,,,46,26,400
Garrett,TPE331-11U-612G,C-26A,1000,0.53,,10.8,1,,2C,3,,,,,
Pratt Whitney Canada,TPE331-12B,"EMB-312S, Tucano T.1, HTT-40",1151,0.53,,10.8,1,,2C,3,,,,,
Garrett,TPE331-12UA-701G,"C-26B/E, RC-26B",1151,0.522,,10.8,1,,2C,3,,,46,26,400
Garrett,TPE331-12UAR-701G,C-26B,1151,0.522,,10.8,1,,2C,3,,,46,26,400
Garrett,TPE331-12UHR-701G,UC-26C,1151,0.522,,10.8,1,,2C,3,,,,,
Garrett (Allied-Signal),TPE331-14F-801L,"G520, G520T",1312,0.515,,11,1,,2C,3,,,53,32,620
Garrett (Allied-Signal),TPE331-14GR-801E,An-38-100,1723,0.51,,11.4,1,,2C,3,,,53,36,620
Garrett (Allied-Signal),TPE331-14HR-801E,An-38-100,1723,0.51,,11.4,1,,2C,3,,,53,36,633
Garrett (Allied-Signal),TPE331-15A,S-2/AT/ET/E(UP)/T,1712,0.51,,11,1,,2C,3,,,,,
Rolls-Royce,Trent RB.50,Prototype,750,,,,1,,2C,1,,,,,
TEI,TS1400,T625 (candidate engine),1370,,,,,,,,,,,,
Mitsubishi,TS1-10,OH-1,800,,,,,,,,,,,,
Turbomeca,Turmo IIIC,SA321A,1480,0.603,13,5.9,1 + FT,,1 + 1C,2,,1,,,
Turbomeca,Turmo IIIC3,SA321B/D/G,1480,0.603,13,5.9,1 + FT,,1 + 1C,2,,1,,,
Turbomeca,Turmo IIIC4,SA330B,1384,0.632,13,5.8,1 + FT,,1 + 1C,2,,1,,,
Turbomeca,Turmo IIIC5,,1500,0.632,,,1 + FT,,1 + 1C,2,,1,,,
Turbomeca,Turmo IIIC6,SA321F/G/H/J/Ja/K/L/M,1550,0.632,,,1 + FT,,1 + 1C,2,,1,,,
Turbomeca,Turmo IIIC7,,1610,0.632,,,1 + FT,,1 + 1C,2,,1,,,
Turbomeca,Turmo IIID,Br.941,1200,,,,1 + FT,,1 + 1C,2,,2,,,
Turbomeca,Turmo IIID3,Br.941S,1480,0.616,13,5.9,1 + FT,,1 + 1C,2,,2,,,
Turbomeca,Turmo IIIE,SA321H,1480,0.603,,,1 + FT,,1 + 1C,2,,2,,,
Turbomeca,Turmo IIIE6,,1584,0.603,,,1 + FT,,1 + 1C,2,,2,,,
Turbomeca,Turmo IVA,(see Civil Turboshaft specifications),,,,,,,,,,,,,
Turbomeca,Turmo IVB,"SA330B, Puma HC.1",1575,,,,1 + FT,,1 + 1C,2,,??,,,
Turbomeca,Turmo IVC,SA330H/L,1417,0.629,,,1 + FT,,1 + 1C,2,,??,,,
Isotov (Klimov),TV2-117A,"Mi-8Mi-9, Mi-14GP",1670,0.6,18,6.6,1 + FT,,10,2,,2,111.5,29.3,745
Isotov (Klimov),TV2-117TG,"Mi-8TG, Mi-38",,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117B,Ka-32,,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117BK,,2170,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117KM,Ka-27,,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117M,Mi-14,1900,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117MT,"Mi-17/P, Mi-24",1900,,,,1 + FT,,10,2,,2,82.1,28.5,628
Isotov (Klimov),TV3-117V,"Mi-24, Mi-25, Mi-35/P",2100,0.463,,9,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VK,"Ka-28, Ka-29TB",2200,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VM,"Mi-17, Mi-38 (proposed)",2000,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VM-02,Mi-17,2000,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VMA,"Mi-24, Mi-28A, Ka-31, Ka-32S/T, Ka-50/K/Sh, Ka-52/K",2200,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VMA-02,Ka-32S/T,2200,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VMA-03,Mi-28N (proposed),2200,,,,1 + FT,,10,2,,2,,,
Isotov (Klimov),TV3-117VMA-F,"Ka-32S/T, Ka-50/K/Sh, Ka-52/K, Mi-28N (proposed)",2200,,,,1 + FT,,10,2,,2,,,
Klimov,TV7-117ST,Il-112,3500,,,,1 + FT,,5 + 1C,2,,2,,,
Klimov,TV7-117VK,"Ka-50/K/Sh, Ka-52/K",,,,,1 + FT,,5 + 1C,2,,2,,,
Gluschenkov,TVD-10,M28,,,,,,,,,,,,,
Baranov (OMSK),TVD-20-03,An-38-200,1380,0.506,,,1 + FT,,7 + 1C,2,,2,69.7,33.5,628
PZL Rzeszów,TWD-10W,W-3L/RM/U,888,0.6,10,7.4,1 + FT,,6 + 1A,2,,1,73.8,30.1,310
Rolls-Royce,Tyne RTy.12 Mk.101,Belfast C.1,5460,0.45,,13.5,2,6,9,1,,3,109,43.2,2219
Rolls-Royce,Tyne RTy.12 Mk.515/50,CC-106,5730,,,13.5,2,6,9,1,,3,109,43.2,2219
Rolls-Royce,Tyne RTy.20 Mk.21,Atlantic ATL2 (Br.1150),5856,0.47,47,14,2,6,9,1,,3,109,43.2,2203
Rolls-Royce,Tyne RTy.20 Mk.22,"C-160A/D/F/G/H/NG/R/P/T/Z, C-160AAA/ASF/S/SE (not produced)",6100,0.47,,14,2,6,9,1,,3,109,43.2,2203
Rolls-Royce,Tyne RTy.20 Mk.801,G222T,5480,0.453,,14,2,6,9,1,,3,109,43.2,2187
Rolls-Royce,Tyne RTy.22,,7075,,,,2,6,9,1,,3,,,
Rolls-Royce,Tyne RTy.32,,8400,,,,2,6,9,1,,3,,,
Klimov,VK-650V,Ka-226 (proposed),,,,,,,,,,,,,
Klimov,VK-1600V,Ka-62 (proposed),,,,,,,,,,,,,
Klimov,VK-2500,"Mi-14, Mi-17, Mi-24, Mi-25, Mi-35, Mi-28/N, Ka-27, Ka-28, Ka-29, Ka-31,Ka-32A/A1/A2/S/T, Ka-50/K/Sh, Ka-52/K (proposed)",,,,,,,,,,,,,
Dongan,WJ-5A,SH-5,3150,,,,,,,,,,,,
Dongan,WJ-5E,Y-7-200,2400,,,,,,,,,,,,
Zhuzhou,WJ-6,"Y-8, AG600",4250,,,,,,,,,,,,
WoJiang,WJ-6C,Y-9,,,,,,,,,,,,,
??,WZ-5,Z-6 (not produced),,,,,,,,,,,,,
Changzhou Lan Xiang,WZ-6,Z-8/A,,,,,,,,,,,,,
Zhuzhou,WZ-8A,Z-9B/EC/EH,,,,,,,,,,,,,
Zhuzhou,WZ-8C,"Z-9WA, H410A, Z-19",,,,,,,,,,,,,
??,WZ-9,Z-10,1340,,,,,,,,,,,,
??,WZ-10,Z-20,2400,,,,,,,,,,,,
??,WZ-16,Z-10 (proposed),1667,,,,,,,,,,,,
